role_id,masco_code,role_title,locale,role_standard,crosswalk_status,crosswalk_confidence,mapped_masco2020_code,mapped_masco2020_title,global_sources,global_match_count,global_anchor_count,question_count,linked_open_qa_count,role_source_url,role_license_status
M226301,226301,Occupational Safety and Health Adviser,en-MY,MASCO 2020,retained,high,226320,Occupational Safety and Health Adviser,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345,official_source_rights_review_required_for_external_bulk_redistribution
M226302,226302,Competent Person (CP) - Assessor,en-MY,MASCO 2020,retained,medium,226325,Indoor Air Quality (IAQ) Assessor,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345,official_source_rights_review_required_for_external_bulk_redistribution
M226303,226303,Competent Person (CP) - Waste Management,en-MY,MASCO 2020,retained,high,226328,Waste Management Competence Person,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345,official_source_rights_review_required_for_external_bulk_redistribution
M226304,226304,Building Auditor,en-MY,MASCO 2020,retained,high,226329,Building Auditor,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345,official_source_rights_review_required_for_external_bulk_redistribution
M226305,226305,Halal Executive,en-MY,MASCO 2020,retained,high,226331,Halal Executive,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345,official_source_rights_review_required_for_external_bulk_redistribution
M226306,226306,Food and Drinks Technologist,en-MY,MASCO 2020,retained,high,226337,Food and Drinks Technologist,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345,official_source_rights_review_required_for_external_bulk_redistribution
M226307,226307,Landfill Engineer,en-MY,MASCO 2020,retained,high,226341,Landfill Engineer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345,official_source_rights_review_required_for_external_bulk_redistribution
M226308,226308,Competent Person (CP) - Major Hazard,en-MY,MASCO 2020,retained,high,226344,Major Hazard Competent Person,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345,official_source_rights_review_required_for_external_bulk_redistribution
M226310,226310,Ergonomist,en-MY,MASCO 2020,excluded,not_established,,,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,official_source_rights_review_required_for_external_bulk_redistribution
M226311,226311,Authorised Gas Tester and Entry Supervisor,en-MY,MASCO 2020,retained,medium,226324,Authorised Gas Tester,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345,official_source_rights_review_required_for_external_bulk_redistribution
M226312,226312,Environmental Health Officer Grade U9,en-MY,MASCO 2020,retained,high,226301,Environmental Health Officer Grade U41,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345,official_source_rights_review_required_for_external_bulk_redistribution
M226401,226401,Orthopaedic Physical Therapist,en-MY,MASCO 2020,retained,high,226411,Orthopaedic Physical Therapist,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346,official_source_rights_review_required_for_external_bulk_redistribution
M226402,226402,Medical Rehabilitation Officer Grade U9,en-MY,MASCO 2020,retained,high,226401,Medical Rehabilitation Officer Grade U41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345,official_source_rights_review_required_for_external_bulk_redistribution
M226501,226501,Dietitian,en-MY,MASCO 2020,retained,high,226502,Dietician,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346,official_source_rights_review_required_for_external_bulk_redistribution
M226502,226502,Dietetics Officer Grade U9,en-MY,MASCO 2020,retained,high,226501,Dietetics Officer Grade U41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346,official_source_rights_review_required_for_external_bulk_redistribution
M226503,226503,Food Preparation Officer Grade C9,en-MY,MASCO 2020,retained,high,226514,Food Preparation Officer Grade C41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346,official_source_rights_review_required_for_external_bulk_redistribution
M226601,226601,Audiologist,en-MY,MASCO 2020,retained,high,226601,Audiologists,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346,official_source_rights_review_required_for_external_bulk_redistribution
M226602,226602,Speech Therapist,en-MY,MASCO 2020,retained,high,226602,Speech Therapist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346,official_source_rights_review_required_for_external_bulk_redistribution
M226603,226603,Orthoepist,en-MY,MASCO 2020,retained,high,226603,Orthoepist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346,official_source_rights_review_required_for_external_bulk_redistribution
M226701,226701,Optometrist,en-MY,MASCO 2020,retained,high,226702,Optometrist,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346,official_source_rights_review_required_for_external_bulk_redistribution
M226702,226702,Optometry Officer Grade U9,en-MY,MASCO 2020,retained,high,226701,Optometry Officer Grade U41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346,official_source_rights_review_required_for_external_bulk_redistribution
M226902,226902,Radiographer Grade U9,en-MY,MASCO 2020,retained,medium,226901,X-Ray Technician Grade U41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346,official_source_rights_review_required_for_external_bulk_redistribution
M226903,226903,Instructor Grade U9,en-MY,MASCO 2020,retained,high,226902,Instructor Grade U41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346,official_source_rights_review_required_for_external_bulk_redistribution
M231104,231104,Dental Lecturer Grade DUG13P,en-MY,MASCO 2020,retained,high,231105,Dental Lecturer Grade DUG51P,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=347,official_source_rights_review_required_for_external_bulk_redistribution
M231107,231107,Pharmacy Lecturer Grade DUF11,en-MY,MASCO 2020,retained,high,231117,Pharmacy Lecturer Grade DUF45,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=347,official_source_rights_review_required_for_external_bulk_redistribution
M232101,232101,Vocational Teacher,en-MY,MASCO 2020,retained,high,232102,"Teacher, Vocational",ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=347,official_source_rights_review_required_for_external_bulk_redistribution
M238101,238101,Skills Training Trainer,en-MY,MASCO 2020,retained,high,238102,Skills Training Trainer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348,official_source_rights_review_required_for_external_bulk_redistribution
M238102,238102,Vocational Training Officer Grade DV9,en-MY,MASCO 2020,retained,high,238101,Vocational Training Officer Grade DV41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348,official_source_rights_review_required_for_external_bulk_redistribution
M238103,238103,Vocational Training Officer Grade DV10,en-MY,MASCO 2020,retained,high,238109,Vocational Training Officer Grade DV43,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348,official_source_rights_review_required_for_external_bulk_redistribution
M238104,238104,Vocational Training Officer Grade DV12,en-MY,MASCO 2020,retained,high,238110,Vocational Training Officer Grade DV47,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348,official_source_rights_review_required_for_external_bulk_redistribution
M238105,238105,Vocational Training Officer Grade DV13,en-MY,MASCO 2020,retained,high,238111,Vocational Training Officer Grade DV51,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348,official_source_rights_review_required_for_external_bulk_redistribution
M238106,238106,Vocational Training Officer Grade DV14,en-MY,MASCO 2020,retained,high,238112,Vocational Training Officer Grade DV53,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348,official_source_rights_review_required_for_external_bulk_redistribution
M238107,238107,"Assistant Vocational Training Officer Grade DV5, DV6, DV7, DV8",en-MY,MASCO 2020,retained,medium,238103,Assistant Vocational Training Officer Grade DV29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348,official_source_rights_review_required_for_external_bulk_redistribution
M239301,239301,Software Trainer,en-MY,MASCO 2020,retained,high,239303,Software Trainer,ESCO 1.2.1,1,6,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=349,official_source_rights_review_required_for_external_bulk_redistribution
M242102,242102,Operation Research Analyst,en-MY,MASCO 2020,retained,high,242103,Operation Research Analyst,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=351,official_source_rights_review_required_for_external_bulk_redistribution
M242401,242401,Staff Training Officer,en-MY,MASCO 2020,retained,high,242401,Staff Training Officer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=351,official_source_rights_review_required_for_external_bulk_redistribution
M242601,242601,Agro-Based Biotech Food Researcher,en-MY,MASCO 2020,retained,high,242603,Agro-Based Biotech Food Researcher,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=352,official_source_rights_review_required_for_external_bulk_redistribution
M242602,242602,Aquaculture Biotech Researcher,en-MY,MASCO 2020,retained,high,242604,Aquaculture Biotech Researcher,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=352,official_source_rights_review_required_for_external_bulk_redistribution
M242603,242603,Research and Development Executive,en-MY,MASCO 2020,retained,high,242609,Research and Development Executive,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=352,official_source_rights_review_required_for_external_bulk_redistribution
M242604,242604,Research Officer,en-MY,MASCO 2020,retained,high,242613,Research Officer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=352,official_source_rights_review_required_for_external_bulk_redistribution
M242606,242606,Research Officer Grade Q9,en-MY,MASCO 2020,retained,high,242601,Research Officer Grade Q41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=352,official_source_rights_review_required_for_external_bulk_redistribution
M242607,242607,Scientific Officer Grade C9,en-MY,MASCO 2020,retained,high,242602,Scientific Officer Grade C41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=352,official_source_rights_review_required_for_external_bulk_redistribution
M243103,243103,Technical Sales Engineer,en-MY,MASCO 2020,retained,high,243132,Technical Sales Engineer,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=353,official_source_rights_review_required_for_external_bulk_redistribution
M243104,243104,Product Specialist,en-MY,MASCO 2020,retained,medium,243114,Trade Product Specialist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=352,official_source_rights_review_required_for_external_bulk_redistribution
M243301,243301,Sales Representative (Medical),en-MY,MASCO 2020,retained,high,243301,"Sales Representative, Medical",ESCO 1.2.1; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=353,official_source_rights_review_required_for_external_bulk_redistribution
M243302,243302,Application Specialist (Haematology),en-MY,MASCO 2020,retained,high,221266,Application Specialist (Hematology),ESCO 1.2.1,1,6,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343,official_source_rights_review_required_for_external_bulk_redistribution
M243401,243401,Sales Representative (Information and Communications Technology),en-MY,MASCO 2020,retained,high,243401,"Sales Representative, Information and Communications Technology",ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=354,official_source_rights_review_required_for_external_bulk_redistribution
M243402,243402,Digital Banking-Internet Technology Specialist,en-MY,MASCO 2020,retained,high,243410,Digital Banking/Internet Technology Specialist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=354,official_source_rights_review_required_for_external_bulk_redistribution
M251101,251101,Management Information Systems (MIS) Analyst,en-MY,MASCO 2020,retained,high,251101,Management Information Systems (MIS) Analyst,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=354,official_source_rights_review_required_for_external_bulk_redistribution
M251102,251102,Technical Specialist (.Net),en-MY,MASCO 2020,retained,high,251116,Technical Specialist (.Net),ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=354,official_source_rights_review_required_for_external_bulk_redistribution
M251103,251103,Register Transfer Level (RTL) Designer (Information Technology),en-MY,MASCO 2020,retained,high,251142,Register Transfer Level (RTL) Designer (Information Technology),ESCO 1.2.1,1,6,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=355,official_source_rights_review_required_for_external_bulk_redistribution
M251104,251104,Design Engineer (Information Technology),en-MY,MASCO 2020,retained,high,251144,Design Engineer (Information Technology),ESCO 1.2.1,1,6,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=355,official_source_rights_review_required_for_external_bulk_redistribution
M251201,251201,Software Developer,en-MY,MASCO 2020,retained,high,251201,Software Developer,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0,3,14,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=355,official_source_rights_review_required_for_external_bulk_redistribution
M251202,251202,Information Technology Systems Architect,en-MY,MASCO 2020,retained,high,251219,Information Technology System Architect,ESCO 1.2.1,1,6,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=355,official_source_rights_review_required_for_external_bulk_redistribution
M251203,251203,Information Systems Executive,en-MY,MASCO 2020,retained,high,251243,Information System Executive,ESCO 1.2.1; NOC 2021 Version 1.0,2,11,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356,official_source_rights_review_required_for_external_bulk_redistribution
M251301,251301,Website Developer,en-MY,MASCO 2020,retained,high,251301,Website Developer,ESCO 1.2.1,1,6,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356,official_source_rights_review_required_for_external_bulk_redistribution
M251302,251302,Internet/Intranet Developer,en-MY,MASCO 2020,retained,high,251302,Internet/ Intranet Developer,ESCO 1.2.1,1,6,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356,official_source_rights_review_required_for_external_bulk_redistribution
