"role_id","masco_code","role_title","unit_group_code","unit_group_title","source_current_role_ids","source_current_title","remap_method","remap_confidence","esco_code","masco2020_source_url"
"M431120","431120","Cost Clerk","4311","Accounting And Book-Keeping Clerks","M431106","Cost Clerk","exact_normalized_title","high","3313.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394"
"M431123","431123","Office Cash Clerk","4311","Accounting And Book-Keeping Clerks","M431107","Office Cash Clerk","exact_normalized_title","high","5230.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394"
"M431126","431126","AuditAssistant Grade W19","4311","Accounting And Book-Keeping Clerks","M431110","Audit Assistant Grade W1","grade_reversion","high","4312.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394"
"M431132","431132","Energy Audit Assistant Technician","4311","Accounting And Book-Keeping Clerks","M431108","Energy Audit Assistant Technician","exact_normalized_title","high","3112.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394"
"M431201","431201","Administrative Assistant (Finance) Grade W19","4312","Statistical, Finance And Insurance Clerks","M431218","Administrative Assistant (Finance) Grade W1","grade_reversion","high","3313.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394"
"M431203","431203","Statistical Clerk","4312","Statistical, Finance And Insurance Clerks","M431201","Statistical Clerk","exact_normalized_title","high","3314.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394"
"M431215","431215","Finance Clerk","4312","Statistical, Finance And Insurance Clerks","M431204","Finance Clerk","exact_normalized_title","high","3313.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394"
"M431217","431217","Brokerage Clerk","4312","Statistical, Finance And Insurance Clerks","M431205","Brokerage Clerk","exact_normalized_title","high","4312.2.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394"
"M431218","431218","Insurance clerk","4312","Statistical, Finance And Insurance Clerks","M431206","Insurance Clerk","exact_normalized_title","high","4312.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394"
"M431219","431219","Tax Clerk","4312","Statistical, Finance And Insurance Clerks","M431207","Tax Clerk","exact_normalized_title","high","4312.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394"
"M431220","431220","Investment Clerk","4312","Statistical, Finance And Insurance Clerks","M431208","Investment Clerk","exact_normalized_title","high","4312.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394"
"M431221","431221","Adjustment Clerk","4312","Statistical, Finance And Insurance Clerks","M431209","Adjustment Clerk","exact_normalized_title","high","3313.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394"
"M431222","431222","Stockbroker Clerk","4312","Statistical, Finance And Insurance Clerks","M431210","Stockbroker Clerk","exact_normalized_title","high","4312.2.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394"
"M431224","431224","Rating Clerk","4312","Statistical, Finance And Insurance Clerks","M431211","Rating Clerk","exact_normalized_title","high","4311.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394"
"M431225","431225","Assistant Broker","4312","Statistical, Finance And Insurance Clerks","M431212","Assistant Broker","exact_normalized_title","high","4312.2.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394"
"M431227","431227","Collateral Clerk","4312","Statistical, Finance And Insurance Clerks","M431213","Collateral Clerk","exact_normalized_title","high","3312.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394"
"M431228","431228","Mortgage Clerk","4312","Statistical, Finance And Insurance Clerks","M431214","Mortgage Clerk","exact_normalized_title","high","3312.6","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394"
"M431231","431231","Statistical Assistant Grade E19","4312","Statistical, Finance And Insurance Clerks","M431219","Statistical Assistant Grade E1","grade_reversion","high","3314.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394"
"M431233","431233","Actuarial Assistant","4312","Statistical, Finance And Insurance Clerks","M431215","Actuarial Assistant","exact_normalized_title","high","3314.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=395"
"M522313","522313","E-commerce Sales Clerk","5223","Shop Sales Assistants","M431216","E-Commerce Assistant","reviewed_functional_equivalent","medium","5223.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=402"
"M531208","531208","Vocational Training Assistant DV19","5312","Teachers Aides","M531204","Vocational Training Assistant Grade DV1","grade_reversion","high","2320.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=403"
"M531210","531210","Vocational Training Assistant DV21","5312","Teachers Aides","M531205","Vocational Training Assistant Grade DV2","grade_reversion","high","2320.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=403"
"M532102","532102","Public Health Assistant Grade U19","5321","Health Care Assistants","M532106","Public Health Assistant Grade U1","grade_reversion","high","3253.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=403"
"M818202","818202","Boilerman","8182","Steam Engine And Boiler Operators","M218204","Competent Person (CP) - Boilerman","reviewed_functional_equivalent","medium","8182.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=431"
"M818209","818209","Engine Driver","8182","Steam Engine And Boiler Operators","M818202","Competent Person (CP) - Internal Combustion Engine Driver","reviewed_functional_equivalent","medium","3131.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=432"
"M821101","821101","Assembler","8211","Mechanical Machinery Assemblers","M821101","Assembler","exact_normalized_title","high","8211.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=432"
